data,value
13/09/2019 15:52:00,0.20
13/09/2019 15:54:00,0.20
13/09/2019 15:56:00,0.00
13/09/2019 15:58:00,0.20
13/09/2019 16:00:00,0.00
13/09/2019 16:02:00,0.20
13/09/2019 16:04:00,0.00
13/09/2019 16:06:00,63.20
13/09/2019 16:08:00,60.50
13/09/2019 16:10:00,60.70
13/09/2019 16:12:00,60.70
13/09/2019 16:14:00,60.20
13/09/2019 16:16:00,59.60
13/09/2019 16:18:00,59.10
13/09/2019 16:20:00,59.00
13/09/2019 16:22:00,58.30
13/09/2019 16:24:00,0.00
13/09/2019 16:26:00,0.20
13/09/2019 16:28:00,0.20
13/09/2019 16:30:00,0.00
13/09/2019 16:32:00,0.00
13/09/2019 16:34:00,0.20
13/09/2019 16:36:00,0.20
13/09/2019 16:38:00,0.00
13/09/2019 16:40:00,0.20
13/09/2019 16:42:00,0.20
13/09/2019 16:44:00,0.00
13/09/2019 16:46:00,0.20
13/09/2019 16:48:00,0.00
13/09/2019 16:50:00,62.00
13/09/2019 16:52:00,60.60
13/09/2019 16:54:00,60.40
13/09/2019 16:56:00,60.20
13/09/2019 16:58:00,60.30
13/09/2019 17:00:00,60.10
13/09/2019 17:02:00,59.60
13/09/2019 17:04:00,59.00
13/09/2019 17:06:00,58.60
13/09/2019 17:08:00,0.00
13/09/2019 17:10:00,0.20
13/09/2019 17:12:00,0.20
13/09/2019 17:14:00,0.00
13/09/2019 17:16:00,0.00
13/09/2019 17:18:00,0.00
13/09/2019 17:20:00,0.20
13/09/2019 17:22:00,0.00
13/09/2019 17:24:00,0.00
13/09/2019 17:26:00,0.20
13/09/2019 17:28:00,0.00
13/09/2019 17:30:00,0.00
13/09/2019 17:32:00,0.20
13/09/2019 17:34:00,61.20
13/09/2019 17:36:00,60.20
13/09/2019 17:38:00,60.70
13/09/2019 17:40:00,60.20
13/09/2019 17:42:00,60.30
13/09/2019 17:44:00,59.50
13/09/2019 17:46:00,59.40
13/09/2019 17:48:00,59.10
13/09/2019 17:50:00,0.00
13/09/2019 17:52:00,0.00
13/09/2019 17:54:00,0.00
13/09/2019 17:56:00,0.20
13/09/2019 17:58:00,0.00
13/09/2019 18:00:00,0.20
13/09/2019 18:02:00,0.20
13/09/2019 18:04:00,0.00
13/09/2019 18:06:00,0.00
13/09/2019 18:08:00,0.00
13/09/2019 18:10:00,0.20
13/09/2019 18:12:00,0.20
13/09/2019 18:14:00,0.00
13/09/2019 18:16:00,0.00
13/09/2019 18:18:00,60.50
13/09/2019 18:20:00,60.10
13/09/2019 18:22:00,59.90
13/09/2019 18:24:00,60.10
13/09/2019 18:26:00,59.70
13/09/2019 18:28:00,59.40
13/09/2019 18:30:00,59.30
13/09/2019 18:32:00,58.20
13/09/2019 18:34:00,0.00
13/09/2019 18:37:00,0.00
13/09/2019 18:39:00,0.20
13/09/2019 18:41:00,0.30
13/09/2019 18:43:00,0.20
13/09/2019 18:45:00,0.00
13/09/2019 18:47:00,0.00
13/09/2019 18:49:00,0.20
13/09/2019 18:51:00,0.20
13/09/2019 18:53:00,0.00
13/09/2019 18:55:00,0.20
13/09/2019 18:57:00,0.20
13/09/2019 18:59:00,0.00
13/09/2019 19:01:00,61.00
13/09/2019 19:03:00,59.80
13/09/2019 19:05:00,60.10
13/09/2019 19:07:00,60.20
13/09/2019 19:09:00,59.80
13/09/2019 19:11:00,60.00
13/09/2019 19:13:00,58.90
13/09/2019 19:15:00,58.30
13/09/2019 19:17:00,0.00
13/09/2019 19:19:00,0.00
13/09/2019 19:21:00,0.20
13/09/2019 19:23:00,0.00
13/09/2019 19:25:00,0.00
13/09/2019 19:27:00,0.20
13/09/2019 19:29:00,0.00
13/09/2019 19:31:00,0.00
13/09/2019 19:33:00,0.20
13/09/2019 19:35:00,0.20
13/09/2019 19:37:00,0.00
13/09/2019 19:39:00,69.70
13/09/2019 19:41:00,61.10
13/09/2019 19:43:00,61.10
13/09/2019 19:45:00,60.70
13/09/2019 19:47:00,60.60
13/09/2019 19:49:00,60.70
13/09/2019 19:51:00,60.40
13/09/2019 19:53:00,59.90
13/09/2019 19:55:00,59.80
13/09/2019 19:57:00,58.90
13/09/2019 19:59:00,58.50
13/09/2019 20:01:00,0.00
13/09/2019 20:03:00,0.20
13/09/2019 20:05:00,0.00
13/09/2019 20:07:00,0.00
13/09/2019 20:09:00,0.20
13/09/2019 20:11:00,0.00
13/09/2019 20:13:00,0.00
13/09/2019 20:15:00,0.00
13/09/2019 20:17:00,0.00
13/09/2019 20:19:00,0.00
13/09/2019 20:21:00,0.20
13/09/2019 20:23:00,0.20
13/09/2019 20:25:00,61.70
13/09/2019 20:27:00,60.90
13/09/2019 20:29:00,61.00
13/09/2019 20:31:00,61.30
13/09/2019 20:33:00,61.40
13/09/2019 20:35:00,60.50
13/09/2019 20:37:00,60.40
13/09/2019 20:39:00,60.00
13/09/2019 20:41:00,59.40
13/09/2019 20:43:00,58.90
13/09/2019 20:45:00,58.20
13/09/2019 20:47:00,0.00
13/09/2019 20:49:00,0.00
